Fecha,Equipo,Tipo,Jugador,Otro,Monto,Descripcion
10/09/2025,Vigar24,Blindaje,Lo Celso,-,0,Blindaje
10/09/2025,Vigar24,Venta,Á. Carreras,LALIGA,65809247,Venta a LALIGA
10/10/2025,Alcatamy eSports By,Compra,Álex Baena,LALIGA,60000000,Compra a LALIGA
10/10/2025,Pablinistan FC,Compra,Bellingham,Vigar24,83285315,Compra a Vigar24
10/10/2025,Pablinistan FC,Compra,Rondón,LALIGA,826027,Compra a LALIGA
10/10/2025,Vigar24,Compra,Etta Eyong,Pablinistan FC,84358365,Compra a Pablinistan FC
10/10/2025,Vigar24,Venta,Lewandowski,LALIGA,68028446,Venta a LALIGA
10/11/2025,Alcatamy eSports By,Venta,Huijsen,LALIGA,72176377,Venta a LALIGA
10/11/2025,Alcatamy eSports By,Jornada,-,Premios,9000000,Jornada 12
10/11/2025,GOLENCIERRO FC,Jornada,-,Premios,6500000,Jornada 12
10/11/2025,Pablinistan FC,Jornada,-,Premios,6200000,Jornada 12
10/11/2025,Vigar24,Jornada,-,Premios,10500000,Jornada 12
10/11/2025,Visite La Manga FC,Jornada,-,Premios,6400000,Jornada 12
22/09/2025,Visite La Manga FC,Jornada,-,Premios,6400000,Jornada 5
10/11/2025,GOLENCIERRO FC,Compra,David Carmo,LALIGA,1564438,Compra a LALIGA
10/11/2025,Pablinistan FC,Compra,A. Pedraza,GOLENCIERRO FC,1000001,Compra a GOLENCIERRO FC
10/11/2025,Pablinistan FC,Compra,Lewandowski,LALIGA,76000852,Compra a LALIGA
10/11/2025,Pablinistan FC,Venta,Arnau Tenas,LALIGA,998803,Venta a LALIGA
10/11/2025,Pablinistan FC,Venta,E. Militão,LALIGA,73257423,Venta a LALIGA
10/11/2025,Pablinistan FC,Venta,Sergio Gómez,LALIGA,10352649,Venta a LALIGA
11/08/2025,Alcatamy eSports By,Compra,Trent,LALIGA,57232021,Compra a LALIGA
11/08/2025,Alcatamy eSports By,Venta,Morey,LALIGA,3374417,Venta a LALIGA
11/08/2025,Alcatamy eSports By,Venta,Ratiu,LALIGA,13834707,Venta a LALIGA
11/08/2025,Alcatamy eSports By,Venta,Rodrygo,LALIGA,22906271,Venta a LALIGA
11/08/2025,GOLENCIERRO FC,Venta,Álvaro García,LALIGA,12492045,Venta a LALIGA
11/08/2025,Pablinistan FC,Compra,Tchouaméni,LALIGA,42980400,Compra a LALIGA
11/08/2025,Pablinistan FC,Venta,Asencio,LALIGA,13438677,Venta a LALIGA
11/08/2025,Vigar24,Compra,Kike Salas,LALIGA,5500111,Compra a LALIGA
11/08/2025,Vigar24,Venta,Isco,LALIGA,95293958,Venta a LALIGA
11/09/2025,Alcatamy eSports By,Compra,Foyth,LALIGA,27895321,Compra a LALIGA
11/09/2025,Alcatamy eSports By,Venta,Almada,LALIGA,33570130,Venta a LALIGA
11/09/2025,GOLENCIERRO FC,Blindaje,Affengruber,-,0,Blindaje
17/09/2025,GOLENCIERRO FC,Blindaje,Affengruber,-,0,Blindaje
11/09/2025,GOLENCIERRO FC,Compra,Raúl,LALIGA,1202143,Compra a LALIGA
11/09/2025,Morenazos FC,Compra,Mariano,LALIGA,2871274,Compra a LALIGA
11/09/2025,Pablinistan FC,Compra,Eric,Vigar24,18355309,Compra a Vigar24
11/09/2025,Pablinistan FC,Compra,Gudelj,Alcatamy eSports By,3337651,Compra a Alcatamy eSports By
11/09/2025,Vigar24,Compra,Álvaro Nuñez,Pablinistan FC,3121940,Compra a Pablinistan FC
11/10/2025,GOLENCIERRO FC,Compra,I. Romero,LALIGA,11500000,Compra a LALIGA
11/10/2025,GOLENCIERRO FC,Compra,Jauregizar,LALIGA,21467087,Compra a LALIGA
11/10/2025,GOLENCIERRO FC,Compra,P. Martínez,LALIGA,1539896,Compra a LALIGA
11/10/2025,GOLENCIERRO FC,Compra,Witsel,LALIGA,3808838,Compra a LALIGA
11/10/2025,GOLENCIERRO FC,Venta,De Frutos,LALIGA,36232096,Venta a LALIGA
11/10/2025,Vigar24,Compra,Arnau Tenas,LALIGA,2000000,Compra a LALIGA
11/10/2025,Vigar24,Compra,Laporte,Pablinistan FC,27202250,Compra a Pablinistan FC
11/11/2025,Alcatamy eSports By,Compra,Vargas,Visite La Manga FC,53315077,Compra a Visite La Manga FC
11/11/2025,GOLENCIERRO FC,Venta,Isi,LALIGA,20414219,Venta a LALIGA
11/11/2025,GOLENCIERRO FC,Venta,Pere Milla,LALIGA,17825029,Venta a LALIGA
11/11/2025,GOLENCIERRO FC,Venta,Rafa Mir,LALIGA,16452722,Venta a LALIGA
11/11/2025,Pablinistan FC,Compra,Júnior R.,Vigar24,29734312,Compra a Vigar24
11/11/2025,Pablinistan FC,Venta,F. De Jong,LALIGA,62898311,Venta a LALIGA
11/11/2025,Vigar24,Venta,M. Casadó,LALIGA,4775091,Venta a LALIGA
11/11/2025,Vigar24,Venta,Álex Balde,LALIGA,38347859,Venta a LALIGA
12/08/2025,Morenazos FC,Venta,Lunin,LALIGA,5059871,Venta a LALIGA
12/08/2025,Pablinistan FC,Compra,Asano,LALIGA,3566689,Compra a LALIGA
12/08/2025,Pablinistan FC,Compra,Juan Iglesias,LALIGA,1334986,Compra a LALIGA
12/08/2025,Pablinistan FC,Compra,T. Martinez,LALIGA,2069876,Compra a LALIGA
12/08/2025,Pablinistan FC,Venta,Christensen,LALIGA,10287690,Venta a LALIGA
12/08/2025,Visite La Manga FC,Compra,José Bordalás,LALIGA,2604720,Compra a LALIGA
12/08/2025,Visite La Manga FC,Compra,Marcos Llorente,LALIGA,39962224,Compra a LALIGA
12/09/2025,Alcatamy eSports By,Compra,Lewandowski,LALIGA,58453935,Compra a LALIGA
12/09/2025,Alcatamy eSports By,Venta,Isi,LALIGA,45736998,Venta a LALIGA
12/09/2025,GOLENCIERRO FC,Compra,Johnny,LALIGA,23976030,Compra a LALIGA
12/09/2025,GOLENCIERRO FC,Venta,Aimar,LALIGA,15772581,Venta a LALIGA
12/09/2025,GOLENCIERRO FC,Venta,Jauregizar,LALIGA,12499205,Venta a LALIGA
12/09/2025,Pablinistan FC,Compra,Pol Lozano,LALIGA,1357857,Compra a LALIGA
12/10/2025,GOLENCIERRO FC,Compra,Sergio Gómez,LALIGA,6200001,Compra a LALIGA
12/11/2025,Alcatamy eSports By,Compra,Á. Carreras,Vigar24,74713885,Compra a Vigar24
12/11/2025,Alcatamy eSports By,Venta,Vivian,LALIGA,31797584,Venta a LALIGA
12/11/2025,GOLENCIERRO FC,Compra,Pepe,LALIGA,82050000,Compra a LALIGA
12/11/2025,GOLENCIERRO FC,Venta,Mikautadze,LALIGA,26424472,Venta a LALIGA
13/08/2025,Alcatamy eSports By,Compra,Pablo Durán,LALIGA,956502,Compra a LALIGA
13/08/2025,GOLENCIERRO FC,Venta,Kike García,LALIGA,8440798,Venta a LALIGA
13/08/2025,Pablinistan FC,Compra,Gonzalo,LALIGA,12054400,Compra a LALIGA
13/09/2025,Alcatamy eSports By,Compra,De Frutos,LALIGA,25864255,Compra a LALIGA
13/09/2025,Visite La Manga FC,Compra,Carvajal,LALIGA,24577933,Compra a LALIGA
13/10/2025,GOLENCIERRO FC,Venta,Witsel,LALIGA,3826846,Venta a LALIGA
13/10/2025,Pablinistan FC,Compra,Dela,Morenazos FC,1178381,Compra a Morenazos FC
13/10/2025,Pablinistan FC,Compra,Juan Carlos,LALIGA,600010,Compra a LALIGA
13/10/2025,Pablinistan FC,Venta,Dani Olmo,LALIGA,46222282,Venta a LALIGA
13/10/2025,Vigar24,Compra,Pepe,Alcatamy eSports By,84022101,Compra a Alcatamy eSports By
13/11/2025,GOLENCIERRO FC,Venta,Szczesny,LALIGA,5709351,Venta a LALIGA
13/11/2025,Pablinistan FC,Compra,Germán,LALIGA,510078,Compra a LALIGA
14/08/2025,Alcatamy eSports By,Compra,A. Roca,LALIGA,331419,Compra a LALIGA
14/08/2025,Alcatamy eSports By,Compra,Hugo Duro,LALIGA,19850231,Compra a LALIGA
14/08/2025,Alcatamy eSports By,Venta,Fran García,LALIGA,10980858,Venta a LALIGA
14/08/2025,Alcatamy eSports By,Venta,Puado,LALIGA,39762476,Venta a LALIGA
14/08/2025,Morenazos FC,Compra,Carlos Corberán,LALIGA,938967,Compra a LALIGA
14/08/2025,Morenazos FC,Venta,Gavi,LALIGA,19280451,Venta a LALIGA
14/08/2025,Vigar24,Compra,Hansi Flick,LALIGA,16000000,Compra a LALIGA
14/08/2025,Vigar24,Compra,Lo Celso,LALIGA,55500000,Compra a LALIGA
14/08/2025,Visite La Manga FC,Compra,Asano,Pablinistan FC,4200000,Compra a Pablinistan FC
14/08/2025,Visite La Manga FC,Compra,Foulquier,LALIGA,5575472,Compra a LALIGA
14/09/2025,Alcatamy eSports By,Compra,Kumbulla,LALIGA,1854989,Compra a LALIGA
14/09/2025,Alcatamy eSports By,Compra,Nico Gonzalez,LALIGA,19391865,Compra a LALIGA
14/09/2025,Alcatamy eSports By,Venta,F. Mastantuono,LALIGA,46907364,Venta a LALIGA
14/09/2025,GOLENCIERRO FC,Venta,Bellingham,LALIGA,40585838,Venta a LALIGA
14/09/2025,Morenazos FC,Compra,Catena,GOLENCIERRO FC,19788685,Compra a GOLENCIERRO FC
14/09/2025,Morenazos FC,Compra,Pathé I. Ciss,Visite La Manga FC,6707070,Compra a Visite La Manga FC
14/09/2025,Morenazos FC,Venta,Hancko,LALIGA,24883684,Venta a LALIGA
14/09/2025,Pablinistan FC,Compra,V. Rosier,Visite La Manga FC,16431853,Compra a Visite La Manga FC
14/09/2025,Pablinistan FC,Venta,Neyou,LALIGA,3973618,Venta a LALIGA
14/09/2025,Visite La Manga FC,Compra,E. Militão,Pablinistan FC,46854910,Compra a Pablinistan FC
14/10/2025,GOLENCIERRO FC,Compra,Juanlu,LALIGA,2252718,Compra a LALIGA
14/10/2025,GOLENCIERRO FC,Venta,Valjent,LALIGA,6281369,Venta a LALIGA
14/11/2025,GOLENCIERRO FC,Compra,Akor,LALIGA,1283181,Compra a LALIGA
14/11/2025,Pablinistan FC,Compra,Ratiu,Visite La Manga FC,20198213,Compra a Visite La Manga FC
14/11/2025,Vigar24,Compra,Cayetano,LALIGA,496429,Compra a LALIGA
14/11/2025,Vigar24,Compra,Danjuma,Visite La Manga FC,27522836,Compra a Visite La Manga FC
14/11/2025,Vigar24,Compra,Fornals,Pablinistan FC,81000421,Compra a Pablinistan FC
14/11/2025,Vigar24,Compra,Lejeune,Pablinistan FC,24300100,Compra a Pablinistan FC
15/08/2025,Morenazos FC,Compra,Sergio Herrera,LALIGA,23500000,Compra a LALIGA
15/08/2025,Morenazos FC,Venta,Gazzaniga,LALIGA,21608219,Venta a LALIGA
15/08/2025,Morenazos FC,Venta,Giuliano,LALIGA,28644277,Venta a LALIGA
15/08/2025,Morenazos FC,Venta,Moi Gómez,LALIGA,5184358,Venta a LALIGA
15/08/2025,Pablinistan FC,Compra,Coba,LALIGA,402172,Compra a LALIGA
15/08/2025,Pablinistan FC,Compra,Luengo,LALIGA,994292,Compra a LALIGA
15/08/2025,Vigar24,Compra,Le Normand,Alcatamy eSports By,39749512,Compra a Alcatamy eSports By
15/09/2025,Alcatamy eSports By,Venta,Bryan,LALIGA,16348287,Venta a LALIGA
15/09/2025,GOLENCIERRO FC,Compra,Aimar,LALIGA,14374072,Compra a LALIGA
15/09/2025,GOLENCIERRO FC,Compra,Arambarri,Alcatamy eSports By,14792420,Compra a Alcatamy eSports By
15/09/2025,GOLENCIERRO FC,Compra,I. Romero,Vigar24,2581582,Compra a Vigar24
15/09/2025,Vigar24,Compra,Manuel Fernández,LALIGA,1000001,Compra a LALIGA
15/09/2025,Vigar24,Compra,Rioja,Morenazos FC,17879067,Compra a Morenazos FC
15/09/2025,Vigar24,Venta,Riquelme,LALIGA,33099317,Venta a LALIGA
15/10/2025,Pablinistan FC,Compra,Febas,Visite La Manga FC,5971877,Compra a Visite La Manga FC
15/11/2025,GOLENCIERRO FC,Compra,Aitor Fdez,LALIGA,534520,Compra a LALIGA
15/11/2025,Pablinistan FC,Venta,Germán,LALIGA,542406,Venta a LALIGA
15/11/2025,Vigar24,Compra,Courtois,LALIGA,50000000,Compra a LALIGA
15/11/2025,Vigar24,Compra,E. Militão,LALIGA,68933201,Compra a LALIGA
15/11/2025,Visite La Manga FC,Compra,A. Moleiro,Alcatamy eSports By,42853073,Compra a Alcatamy eSports By
16/08/2025,Alcatamy eSports By,Compra,C. Alvarez,LALIGA,1264969,Compra a LALIGA
16/08/2025,Alcatamy eSports By,Venta,Hugo Duro,LALIGA,20422279,Venta a LALIGA
16/08/2025,Morenazos FC,Compra,Tsygankov,LALIGA,14792570,Compra a LALIGA
16/08/2025,Pablinistan FC,Compra,Gueye,LALIGA,7899966,Compra a LALIGA
16/08/2025,Pablinistan FC,Compra,Júnior R.,LALIGA,9968000,Compra a LALIGA
16/08/2025,Pablinistan FC,Venta,Sivera,LALIGA,9420365,Venta a LALIGA
16/09/2025,Alcatamy eSports By,Compra,Rafa Mir,LALIGA,17362312,Compra a LALIGA
16/09/2025,Alcatamy eSports By,Jornada,-,Premios,6200000,Jornada 4
16/09/2025,GOLENCIERRO FC,Jornada,-,Premios,6600000,Jornada 4
16/09/2025,Morenazos FC,Jornada,-,Premios,7500000,Jornada 4
16/09/2025,Pablinistan FC,Jornada,-,Premios,4400000,Jornada 4
16/09/2025,Vigar24,Jornada,-,Premios,6200000,Jornada 4
16/09/2025,Visite La Manga FC,Jornada,-,Premios,7800000,Jornada 4
16/09/2025,GOLENCIERRO FC,Compra,Cucho,Alcatamy eSports By,10296859,Compra a Alcatamy eSports By
16/09/2025,GOLENCIERRO FC,Compra,Febas,Morenazos FC,2019738,Compra a Morenazos FC
16/09/2025,GOLENCIERRO FC,Compra,German V.,Vigar24,10791271,Compra a Vigar24
16/09/2025,GOLENCIERRO FC,Venta,Aimar,LALIGA,12969229,Venta a LALIGA
16/09/2025,GOLENCIERRO FC,Venta,Johnny,LALIGA,20850485,Venta a LALIGA
16/09/2025,Morenazos FC,Once Ideal,-,Premios,200000,11 Ideal
16/09/2025,Vigar24,Compra,R. Mendoza,LALIGA,4172591,Compra a LALIGA
16/10/2025,Alcatamy eSports By,Compra,C. Alvarez,Morenazos FC,8089164,Compra a Morenazos FC
16/10/2025,GOLENCIERRO FC,Compra,Arambarri,Visite La Manga FC,16752642,Compra a Visite La Manga FC
16/10/2025,GOLENCIERRO FC,Compra,J. M. Giménez,LALIGA,1759951,Compra a LALIGA
16/10/2025,GOLENCIERRO FC,Venta,P. Martínez,LALIGA,1308020,Venta a LALIGA
16/10/2025,GOLENCIERRO FC,Venta,Raúl,LALIGA,932709,Venta a LALIGA
16/10/2025,Morenazos FC,Compra,Blanco,Visite La Manga FC,7389292,Compra a Visite La Manga FC
16/10/2025,Pablinistan FC,Blindaje,Ratiu,-,0,Blindaje
16/10/2025,Pablinistan FC,Compra,Iñaki Peña,GOLENCIERRO FC,7585002,Compra a GOLENCIERRO FC
16/10/2025,Pablinistan FC,Compra,Marcos Llorente,Vigar24,51688096,Compra a Vigar24
16/10/2025,Visite La Manga FC,Compra,Ferrer,LALIGA,472188,Compra a LALIGA
16/10/2025,Visite La Manga FC,Compra,Hassan,GOLENCIERRO FC,9705843,Compra a GOLENCIERRO FC
16/10/2025,Visite La Manga FC,Compra,Pathé I. Ciss,GOLENCIERRO FC,14518023,Compra a GOLENCIERRO FC
16/11/2025,Alcatamy eSports By,Compra,A. Moleiro,Visite La Manga FC,44479882,Compra a Visite La Manga FC
16/11/2025,GOLENCIERRO FC,Compra,F. Calero,LALIGA,1112770,Compra a LALIGA
16/11/2025,Morenazos FC,Compra,Brahim,LALIGA,6013622,Compra a LALIGA
16/11/2025,Morenazos FC,Compra,Álvaro Nuñez,GOLENCIERRO FC,14024506,Compra a GOLENCIERRO FC
16/11/2025,Pablinistan FC,Compra,Amrabat,Alcatamy eSports By,8208950,Compra a Alcatamy eSports By
16/11/2025,Pablinistan FC,Compra,Maffeo,Visite La Manga FC,3050000,Compra a Visite La Manga FC
16/11/2025,Visite La Manga FC,Compra,Muriqi,Morenazos FC,20924810,Compra a Morenazos FC
16/11/2025,Visite La Manga FC,Compra,Ounahi,Pablinistan FC,14426357,Compra a Pablinistan FC
16/11/2025,Visite La Manga FC,Compra,Vargas,Alcatamy eSports By,53315077,Compra a Alcatamy eSports By
17/08/2025,Alcatamy eSports By,Compra,Raphinha,LALIGA,118645283,Compra a LALIGA
17/08/2025,Alcatamy eSports By,Venta,Darder,LALIGA,16687246,Venta a LALIGA
17/08/2025,Alcatamy eSports By,Venta,Natan,LALIGA,17294901,Venta a LALIGA
17/08/2025,Alcatamy eSports By,Venta,Pablo Torre,LALIGA,10003807,Venta a LALIGA
17/08/2025,Alcatamy eSports By,Venta,Rioja,LALIGA,17594791,Venta a LALIGA
17/08/2025,Visite La Manga FC,Compra,Hassan,LALIGA,3987843,Compra a LALIGA
17/09/2025,Alcatamy eSports By,Compra,Laporte,LALIGA,26653212,Compra a LALIGA
17/09/2025,GOLENCIERRO FC,Blindaje,Leo Román,-,0,Blindaje
21/10/2025,GOLENCIERRO FC,Blindaje,Leo Román,-,0,Blindaje
17/09/2025,Vigar24,Venta,Rioja,LALIGA,18022309,Venta a LALIGA
17/10/2025,GOLENCIERRO FC,Compra,Arriaga,LALIGA,1200000,Compra a LALIGA
17/10/2025,Pablinistan FC,Venta,Juan Carlos,LALIGA,569939,Venta a LALIGA
17/10/2025,Vigar24,Compra,De Frutos,LALIGA,35876699,Compra a LALIGA
17/10/2025,Vigar24,Compra,Yuri,LALIGA,14853917,Compra a LALIGA
17/11/2025,Alcatamy eSports By,Compra,Asencio,LALIGA,3582439,Compra a LALIGA
17/11/2025,Alcatamy eSports By,Compra,Oyarzabal,LALIGA,66432121,Compra a LALIGA
17/11/2025,GOLENCIERRO FC,Compra,Witsel,LALIGA,4366094,Compra a LALIGA
18/09/2025,Alcatamy eSports By,Blindaje,Etta Eyong,-,0,Blindaje
18/09/2025,Alcatamy eSports By,Venta,Foyth,LALIGA,27384173,Venta a LALIGA
18/09/2025,GOLENCIERRO FC,Compra,Berenguer,Pablinistan FC,31474933,Compra a Pablinistan FC
18/09/2025,Pablinistan FC,Blindaje,Júnior R.,-,0,Blindaje
21/09/2025,Pablinistan FC,Blindaje,Júnior R.,-,0,Blindaje
18/09/2025,Pablinistan FC,Compra,André Silva,LALIGA,4280996,Compra a LALIGA
18/09/2025,Pablinistan FC,Compra,C. Soler,LALIGA,17952500,Compra a LALIGA
18/09/2025,Pablinistan FC,Compra,Víctor Muñoz,Visite La Manga FC,2551415,Compra a Visite La Manga FC
18/09/2025,Pablinistan FC,Venta,Gayá,LALIGA,6402203,Venta a LALIGA
18/09/2025,Pablinistan FC,Venta,Pol Lozano,LALIGA,1220194,Venta a LALIGA
18/09/2025,Vigar24,Blindaje,Pepe,-,0,Blindaje
19/08/2025,Vigar24,Blindaje,Pepe,-,0,Blindaje
18/09/2025,Vigar24,Compra,Buchanan,GOLENCIERRO FC,30313932,Compra a GOLENCIERRO FC
18/10/2025,Vigar24,Compra,Cabrera,LALIGA,8200011,Compra a LALIGA
18/10/2025,Vigar24,Compra,Carmona,LALIGA,10664400,Compra a LALIGA
18/11/2025,Alcatamy eSports By,Blindaje,Julián Alvarez,-,0,Blindaje
25/11/2025,Alcatamy eSports By,Blindaje,Julián Alvarez,-,0,Blindaje
18/11/2025,Alcatamy eSports By,Compra,Fermín,Vigar24,73548197,Compra a Vigar24
18/11/2025,Alcatamy eSports By,Venta,Camavinga,LALIGA,11339379,Venta a LALIGA
18/11/2025,Alcatamy eSports By,Venta,Giuliano,LALIGA,75515680,Venta a LALIGA
18/11/2025,Pablinistan FC,Blindaje,Isco,-,0,Blindaje
18/11/2025,Pablinistan FC,Blindaje,Álex Baena,-,0,Blindaje
25/11/2025,Pablinistan FC,Blindaje,Álex Baena,-,0,Blindaje
19/08/2025,Alcatamy eSports By,Blindaje,Brais Méndez,-,0,Blindaje
21/08/2025,Alcatamy eSports By,Blindaje,Brais Méndez,-,0,Blindaje
19/08/2025,GOLENCIERRO FC,Blindaje,De Frutos,-,0,Blindaje
19/08/2025,Pablinistan FC,Blindaje,A. Moleiro,-,0,Blindaje
21/10/2025,Pablinistan FC,Blindaje,A. Moleiro,-,0,Blindaje
28/10/2025,Pablinistan FC,Blindaje,A. Moleiro,-,0,Blindaje
19/08/2025,Pablinistan FC,Venta,Pepelu,LALIGA,13070803,Venta a LALIGA
19/08/2025,Pablinistan FC,Venta,Valverde,LALIGA,95114065,Venta a LALIGA
19/08/2025,Vigar24,Venta,Carlos V.,LALIGA,18796911,Venta a LALIGA
19/08/2025,Vigar24,Venta,Paredes,LALIGA,9934947,Venta a LALIGA
19/08/2025,Visite La Manga FC,Blindaje,Raba,-,0,Blindaje
19/09/2025,Pablinistan FC,Compra,Iago Aspas,LALIGA,20155555,Compra a LALIGA
19/09/2025,Pablinistan FC,Compra,Ounahi,LALIGA,866657,Compra a LALIGA
19/09/2025,Visite La Manga FC,Compra,Altimira,LALIGA,24000000,Compra a LALIGA
19/09/2025,Visite La Manga FC,Compra,Léo Pétrot,LALIGA,659353,Compra a LALIGA
19/10/2025,Pablinistan FC,Compra,Rodrygo,Visite La Manga FC,12648275,Compra a Visite La Manga FC
19/10/2025,Visite La Manga FC,Compra,Ratiu,Pablinistan FC,19910000,Compra a Pablinistan FC
19/10/2025,Visite La Manga FC,Venta,Bellerín,LALIGA,23602827,Venta a LALIGA
19/11/2025,Alcatamy eSports By,Compra,Comesaña,GOLENCIERRO FC,13257566,Compra a GOLENCIERRO FC
19/11/2025,Alcatamy eSports By,Compra,Montero,LALIGA,519048,Compra a LALIGA
19/11/2025,Alcatamy eSports By,Venta,Mestre,LALIGA,515461,Venta a LALIGA
19/11/2025,Alcatamy eSports By,Venta,Riedel,LALIGA,3258835,Venta a LALIGA
19/11/2025,Vigar24,Blindaje,Marcos Llorente,-,0,Blindaje
19/11/2025,Vigar24,Compra,Lo Celso,LALIGA,53450000,Compra a LALIGA
19/11/2025,Vigar24,Venta,E. Militão,LALIGA,68409423,Venta a LALIGA
20/08/2025,Alcatamy eSports By,Compra,Barrenetxea,LALIGA,4892148,Compra a LALIGA
20/08/2025,Alcatamy eSports By,Venta,Trent,LALIGA,66400501,Venta a LALIGA
20/08/2025,Alcatamy eSports By,Jornada,-,Premios,6700000,Jornada 1
20/08/2025,GOLENCIERRO FC,Jornada,-,Premios,10600000,Jornada 1
20/08/2025,Morenazos FC,Jornada,-,Premios,4500000,Jornada 1
20/08/2025,Pablinistan FC,Jornada,-,Premios,6100000,Jornada 1
20/08/2025,Vigar24,Jornada,-,Premios,6900000,Jornada 1
20/08/2025,Visite La Manga FC,Jornada,-,Premios,7700000,Jornada 1
20/08/2025,GOLENCIERRO FC,Venta,Carmona,LALIGA,2229164,Venta a LALIGA
20/08/2025,Morenazos FC,Compra,Sergio Francisco,LALIGA,6715735,Compra a LALIGA
20/08/2025,Pablinistan FC,Compra,Vini Jr.,Morenazos FC,108300000,Compra a Morenazos FC
20/08/2025,Pablinistan FC,Venta,Gonzalo,LALIGA,13286187,Venta a LALIGA
20/08/2025,Pablinistan FC,Venta,Parejo,LALIGA,12920300,Venta a LALIGA
20/08/2025,Vigar24,Compra,Arda Güler,LALIGA,81320000,Compra a LALIGA
20/09/2025,Alcatamy eSports By,Compra,Alexis Sánchez,LALIGA,4375212,Compra a LALIGA
20/09/2025,Alcatamy eSports By,Compra,Boyomo,Pablinistan FC,21027506,Compra a Pablinistan FC
20/09/2025,Alcatamy eSports By,Compra,Ez Abde,LALIGA,3489303,Compra a LALIGA
20/09/2025,Alcatamy eSports By,Venta,Ilaix Moriba,LALIGA,5646357,Venta a LALIGA
20/09/2025,Morenazos FC,Compra,Mikautadze,LALIGA,28972463,Compra a LALIGA
20/09/2025,Morenazos FC,Compra,Moncayola,LALIGA,5300000,Compra a LALIGA
20/09/2025,Pablinistan FC,Compra,Etta Eyong,Alcatamy eSports By,48046785,Compra a Alcatamy eSports By
20/09/2025,Pablinistan FC,Compra,Fornals,Visite La Manga FC,27980278,Compra a Visite La Manga FC
20/09/2025,Pablinistan FC,Compra,L. Milla,Visite La Manga FC,39147942,Compra a Visite La Manga FC
20/09/2025,Pablinistan FC,Venta,Juanlu,LALIGA,3338116,Venta a LALIGA
20/09/2025,Pablinistan FC,Venta,V. Rosier,LALIGA,19891402,Venta a LALIGA
20/09/2025,Visite La Manga FC,Blindaje,Hassan,-,0,Blindaje
20/09/2025,Visite La Manga FC,Compra,Gueye,Pablinistan FC,34193668,Compra a Pablinistan FC
20/10/2025,Alcatamy eSports By,Venta,C. Alvarez,LALIGA,10441480,Venta a LALIGA
20/10/2025,GOLENCIERRO FC,Compra,Camavinga,LALIGA,12000000,Compra a LALIGA
20/10/2025,Pablinistan FC,Compra,Lejeune,LALIGA,19900100,Compra a LALIGA
20/10/2025,Pablinistan FC,Venta,F. Calero,LALIGA,1859469,Venta a LALIGA
20/10/2025,Visite La Manga FC,Compra,Danjuma,Pablinistan FC,24889516,Compra a Pablinistan FC
20/10/2025,Visite La Manga FC,Venta,Moncayola,LALIGA,6617703,Venta a LALIGA
20/11/2025,Vigar24,Compra,Giuliano,LALIGA,76000001,Compra a LALIGA
21/08/2025,Alcatamy eSports By,Compra,Boyomo,LALIGA,11459953,Compra a LALIGA
21/08/2025,Alcatamy eSports By,Compra,Krapyvtsov,Morenazos FC,1000000,Compra a Morenazos FC
21/08/2025,GOLENCIERRO FC,Blindaje,Nyland,-,0,Blindaje
21/08/2025,GOLENCIERRO FC,Compra,D. Cárdenas,LALIGA,800000,Compra a LALIGA
21/08/2025,GOLENCIERRO FC,Compra,Iñaki Williams,LALIGA,65000000,Compra a LALIGA
21/08/2025,GOLENCIERRO FC,Compra,Rafa Marín,LALIGA,11000000,Compra a LALIGA
21/08/2025,Pablinistan FC,Blindaje,E. Militão,-,0,Blindaje
21/08/2025,Pablinistan FC,Compra,Pepe,Vigar24,21184896,Compra a Vigar24
21/08/2025,Visite La Manga FC,Compra,Dmitrovic,Vigar24,11325763,Compra a Vigar24
21/08/2025,Visite La Manga FC,Venta,Diakhaby,LALIGA,3309205,Venta a LALIGA
21/09/2025,Alcatamy eSports By,Compra,Bartra,LALIGA,46796595,Compra a LALIGA
21/09/2025,GOLENCIERRO FC,Compra,B. Iglesias,LALIGA,8729511,Compra a LALIGA
21/09/2025,Morenazos FC,Venta,Marcos Alonso,LALIGA,9515205,Venta a LALIGA
21/09/2025,Morenazos FC,Venta,Mikautadze,LALIGA,31509878,Venta a LALIGA
21/09/2025,Pablinistan FC,Compra,F. Calero,Morenazos FC,2005016,Compra a Morenazos FC
21/09/2025,Pablinistan FC,Compra,Ratiu,LALIGA,15688000,Compra a LALIGA
21/09/2025,Pablinistan FC,Venta,C. Soler,LALIGA,18078828,Venta a LALIGA
21/09/2025,Vigar24,Compra,Javi Guerra,LALIGA,21272086,Compra a LALIGA
21/10/2025,Alcatamy eSports By,Blindaje,Fornals,-,0,Blindaje
21/10/2025,Alcatamy eSports By,Compra,Renato Veiga,LALIGA,13752321,Compra a LALIGA
21/10/2025,Alcatamy eSports By,Jornada,-,Premios,8200000,Jornada 9
21/10/2025,GOLENCIERRO FC,Jornada,-,Premios,4900000,Jornada 9
21/10/2025,Morenazos FC,Jornada,-,Premios,5400000,Jornada 9
21/10/2025,Pablinistan FC,Jornada,-,Premios,8100000,Jornada 9
26/09/2025,Pablinistan FC,Jornada,-,Premios,8100000,Jornada 6
21/10/2025,Vigar24,Jornada,-,Premios,9900000,Jornada 9
